# articles	Years Active	Author	Discipline	Academia URL	Alternate URL		
5	2007-2015	NAGRAJ ADVE		https://independent.academia.edu/NagrajAdve			
5	2008-2017	GEETANJOY SAHU			https://tiss.edu/view/9/employee/geetanjoy-sahu/	environmental politics, environmental law, forest rights	
5	2009-2015	LAVANYA RAJAMANI			https://www.law.ox.ac.uk/people/lavanya-rajamani	international environmental law, international climate change law	
5	2011-2014	MEGHNA KRISHNADAS		https://yale.academia.edu/srishtimeghnawixsitecom			
5	2011-2015	NANDINI VELHO		https://columbia.academia.edu/nandinivelho			
5	2011-2018	NITIN BASSI			https://www.researchgate.net/profile/Nitin_Bassi2	Water Management, Energy Policy     	
4	1974-2002	C H HANUMANTHA RAO			https://cess.ac.in/ch-hanumantha-rao-honorary-professors/	agriculture, food security, regional disparities	
4	1977-1991	AMULYA KUMAR N REDDY			https://fellows.ias.ac.in/profile/v/FL1974094	rural technology, energy analysis	
4	1983-1994	SHARAD KULKARNI					
4	1988-2001	D N					
4	1989-2001	BHARAT DOGRA		https://independent.academia.edu/BharatDogra			
4	1990-2002	P BALACHANDRA			https://www.researchgate.net/profile/P_Balachandra	energy policy, environmental sustainability, renewable energy	
4	1992-2001	VIDHYA DAS		https://independent.academia.edu/VidhyaDas			
4	1992-2019	K N NINAN			https://en.wikipedia.org/wiki/K.N._Ninan	sustainable agriculture, forest management, water management	
4	1992-2001	A M					
4	1993-2017	R MARIA SALETH			https://www.mse.ac.in/faculty/saleth/	Agricultural economics, international studies	
4	1993-2019	SHRIPAD DHARMADHIKARY			https://conflicts.indiawaterportal.org/?q=node/76	water, energy, development	
4	1995-2002	NEELA MUKHERJEE			https://www.amazon.in/Books-Neela-Mukherjee/s?rh=n%3A976389031%2Cp_27%3ANeela+Mukherjee		
4	1996-2002	MUZAFFAR ASSADI			https://uni-mysore.ac.in/english-version/political-science/faculty/prof-muzaffar-h-assadi	Political theory, Political Sociology	
4	1997-2016	S JANAKARAJAN			https://conflicts.indiawaterportal.org/?q=node/41	rural development, agrarian institutions, climate change	
4	1997-2011	GIRISH SANT			https://www.prayaspune.org/peg/girish-sant-a-tribute.html	energy policy, energy efficiency	
4	2000-2008	ANANT PHADKE			https://biography.omicsonline.org/india/medical-college-baroda/anant-phadke-1616190	social science, political science	
4	2000-2018	LYLA MEHTA		https://ids.academia.edu/LylaMehta			
4	2003-2019	GHAZALA SHAHABUDDIN		https://independent.academia.edu/ghazalashahabuddin			
4	2003-2019	RAMACHANDRA BHATTA		https://ncscm.academia.edu/RamachandraBhatta			
4	2004-2016	NUPUR CHOWDHURY			https://www.researchgate.net/profile/Nupur_Chowdhury2	international environmental law, environmental governance	
4	2004-2019	SHILP VERMA		https://iwmi.academia.edu/ShilpVerma			
4	2007-2010	GAUTAM DUTT		https://independent.academia.edu/GautamDutt			
4	2008-2010	ARMIN ROSENCRANZ		https://independent.academia.edu/arosencranz			
4	2009-2018	SUJATHA BYRAVAN			https://en.wikipedia.org/wiki/Sujatha_Byravan	climate change, sustainable development, agriculture	
4	2009-2015	HIMANSHU KULKARNI		https://bathspa.academia.edu/HimanshuKulkarni			
4	2010-2015	E A S SARMA			https://www.policyforum.net/authors/eas-sarma/	environmental protection, tribal livelihood	
4	2010-2019	K PALANISAMI			https://www.iwmi.cgiar.org/about/staff-list/kpalanisami/		
4	2011-2014	UMESH SRINIVASAN			http://ces.iisc.ac.in/new/?q=node/927	climate change, climate conservation, ecology	
4	2013-2014	P J DILIP KUMAR		https://isec-pt.academia.edu/DILIPKUMAR			
3	1972-2008	DEB KUMAR BOSE					
3	1975-1983	K T ACHAYA			https://en.wikipedia.org/wiki/K._T._Achaya	food technology	
3	1977-1977	KALPANA BARDHAN		https://independent.academia.edu/KalpanaBardhan			
3	1977-1990	ARJUN MAKHIJANI			https://ieer.org/author/arjun/	environment, energy policy, nuclear weapons	
3	1980-1984	D R PENDSE					
3	1982-2002	J BANDYOPADHYAY			https://us.sagepub.com/en-us/nam/author/j-bandyopadhyay	sustainable development, climate change, water	
3	1982-1986	D NARAYANA			http://www.isleijle.org/d-narayana/	development studies	
3	1982-1986	K NARAYANAN NAIR			https://www.researchgate.net/scientific-contributions/78096577-K-Narayanan-Nair	irrigation, rural economy	
3	1983-1991	JOAN P MENCHER		https://cuny.academia.edu/JoanMencher			
3	1984-2000	RAMAKRISHNAN KORAKANDY			https://books.google.co.in/books/about/Recreational_Fisheries_Development_in_In.html?id=YVa-cqpYljsC&redir_esc=y	environment, fishing	
3	1985-1994	NARINDAR SINGH					
3	1985-2016	NIRMAL SENGUPTA			http://academicfoundation.org/index.php?route=product/author_details&author_id=308	irrigation, water management	
3	1985-2006	JASVEEN JAIRATH			https://www.academia.edu/12799999/Fighting_a_hard_fight_An_interview_with_Jasveen_Jairath	water policy, water conservation	
3	1986-2012	ANAND CHAKRAVARTI			https://mayday.leftword.com/author/post/anand-chakravarti/	rural class relations, sociology	
3	1987-2003	A DAMODARAN			https://www.researchgate.net/profile/Damodaran_Appukuttan_Nair	ecological economics, sustainable development	
3	1989-2014	M N MURTY					
3	1989-1996	B M					
3	1990-1997	K R NAYAR		https://independent.academia.edu/KRNayar			
3	1990-1991	GLADYS D SUMITHRA			http://www.devfocus.in/dr-gladys-sumithra/	energy policy, ecology	
3	1991-2010	SUNIL					
3	1991-2009	E SOMANATHAN			https://www.ideasforindia.in/profile/e.html	environmental economy, developmental economy	
3	1992-2003	M V NADKARNI			http://www.isec.ac.in/MVNadkarni.htm	economics, agricultural policy, forest management	
3	1993-2010	K K DATTA			https://scholar.google.co.in/citations?user=WCpEbBUAAAAJ&hl=en	salinity, water logging, fisheries	
3	1993-1996	D S K RAO					
3	1994-2004	A K JHA			https://www.epw.in/author/k-jha	forest management, biodiversity	HELP
3	1994-1997	RAHUL					
3	1995-2001	K M SEETHI		https://mgu-in.academia.edu/SEETHIKM			
3	1996-2019	BINAY KUMAR PATTNAIK			https://www.researchgate.net/profile/Binay_Pattnaik	popularization of science, sustainable development	
3	1996-2012	NANDINI SUNDAR		https://du-in.academia.edu/NandiniSundar			
3	1996-2016	S MAHENDRA DEV			https://www.researchgate.net/profile/Mahendra_Dev	agriculture economics, agricultural policy, food security	
3	1997-2003	N NAGARAJ			https://www.researchgate.net/profile/N_Nagaraj	production and resource economics, environmental impact assessment, agricultural economics	
3	1997-2004	M G CHANDRAKANTH			https://scholar.google.co.in/citations?user=BETmCrAAAAAJ&hl=en	agricultural economics, environmental economics	
3	1998-2007	RAM PRATAP GUPTA					
3	1998-2006	SANTOSH MEHROTRA		https://independent.academia.edu/SantoshMehrotra			
3	1998-2003	ROHAN D'SOUZA		https://kyoto-u.academia.edu/RohanDSouza			
3	1998-2019	PRANAB MUKHOPADHYAY			https://www.researchgate.net/profile/Pranab_Mukhopadhyay2	economic growth, higher education	
3	1999-2012	DINESH KUMAR MISHRA					
3	2000-2003	ASHISH BOSE			https://en.wikipedia.org/wiki/Ashish_Bose	demography, economic analyst	
3	2000-2006	MONIRUL HUSSAIN			https://www.jmi.ac.in/cnespr/faculty-members/Prof_Monirul_Hussain-3646	ethnicity, human security, forced migration	
3	2002-2010	JUDY WHITEHEAD		https://uleth.academia.edu/JudyWhitehead			
3	2002-2010	PURNAMITA DASGUPTA			http://iegindia.org/staffmembers/faculty/detail/3549/3	environmental and natural resource economics, health economics	
3	2002-2003	ANURADHA KUMAR		https://independent.academia.edu/AnuradhaKumar3			
3	2002-2003	SHREEKANT GUPTA			https://www.researchgate.net/profile/Shreekant_Gupta2	environmental economics, climate change	
3	2002-2005	SUDHA VASAN		https://du-in.academia.edu/SudhaVasan			
3	2003-2013	KALA SEETHARAM SRIDHAR			https://pacindia.academia.edu/KSridhar	urban studies, southasian studies	
3	2003-2006	A VAIDYANATHAN			https://thewire.in/economy/remembering-vaidyanathan-obituary	climate change, agriculture, water policy	
3	2003-2010	SANJAY UPADHYAY			https://vvgnli.gov.in/faculty/dr-sanjay-upadhaya	Contract Labour and Legal Protection, Social Security Law	
3	2003-2009	R N SHARMA			http://opac.tiss.edu/cgi-bin/koha/opac-search.pl?q=au:Sharma,%20R.N.	social science, tribal studies, rural studies	
3	2004-2009	O P SINGH			https://www.researchgate.net/profile/O_Singh	water resource management, irrigation	
3	2004-2010	HIMANSHU UPADHYAYA			https://azimpremjiuniversity.edu.in/SitePages/himanshu-upadhyaya.aspx	environment, rural agriculture, mining	
3	2005-2013	AMALENDU JYOTISHI		https://azimpremjiuniversity.academia.edu/AmalenduJyotishi		economics,ecological economics,agricultural industry	
3	2005-2010	BIKSHAM GUJJA			https://www.thehindu.com/features/metroplus/society/A-man-of-ideas/article16566667.ece	water management, water policy	
3	2005-2019	L VENKATACHALAM			https://www.mids.ac.in/venkatachalam/	environmental economics, behavioral economics, economic theory	
3	2005-2013	AMIT BHADURI			https://www.ineteconomics.org/research/experts/AmitBhaduri	developmental economics, welfare economics, political economy	
3	2005-2019	RAJINDER CHAUDHARY		https://mduniversity.academia.edu/RajinderChaudhary			
3	2005-2011	P S VIJAY SHANKAR		https://independent.academia.edu/VijayShankar2			
3	2006-2019	C R BIJOY		https://independent.academia.edu/CRBijoy			
3	2006-2010	PRIYA SANGAMESWARAN			https://www.cssscal.org/faculty_priya_sangameswaran.php	development studies, environmental studies	
3	2007-2015	ANWAR SADAT		https://independent.academia.edu/Sadat		medicinal herbs, solar cell	
3	2007-2019	KASTURI DAS			https://climatestrategies.org/team/kasturi-das/	economic policy, climate policy, trade policy	
3	2007-2019	KULBHUSHAN BALOONI			https://www.iimk.ac.in/faculty/facultyprofile.php?pid=kbalooni	environment policy, resource policy, development policy	
3	2007-2011	JOAN MARTINEZ-ALIER		https://uab.academia.edu/JoanMartinezalier			
3	2007-2017	A NARAYANAMOORTHY			https://scholar.google.co.in/citations?user=D5xI_ZgAAAAJ&hl=en	irrigation economics, rural evaluation studies, agricultural economics	
3	2008-2010	T N NARASIMHAN			https://ourenvironment.berkeley.edu/news/2011/04/memoriam-tn-nari-narasimhan	water systems, water policy	
3	2009-2016	TEJAL KANITKAR		https://independent.academia.edu/TejalKanitkar			
3	2009-2011	D RAGHUNANDAN			Delhi Science Forum/All India Peoples Science Network & Director, Centre for Technology & Development		
3	2009-2016	RADHIKA KHOSLA			https://www.smithschool.ox.ac.uk/people/rkhosla.html	Sustainable Development, Geography, urban transitions, energy services consumption and climate change	
3	2009-2018	SUDHIR CHELLA RAJAN		https://iitm.academia.edu/ChellaRajan			
3	2009-2010	SAGARI R RAMDAS		https://independent.academia.edu/SagariRamdas			
3	2009-2017	K V RAO			https://scholar.google.co.in/citations?user=EjRH_VMAAAAJ&hl=en	climate change, watershed climate change	
3	2009-2018	ASHOK SREENIVAS			https://www.prayaspune.org/peg/prayas-energy-group/team.html?layout=edit&id=86	Energy policy, climate change, fossil fuels, sustainable urban transport	
3	2009-2014	ARCHITESH PANDA			https://www.lse.ac.uk/granthaminstitute/profile/architesh-panda/	Economics, Climate Change, Agriculture 	
3	2009-2019	SEEMA KULKARNI		https://independent.academia.edu/SeemaKulkarni3			
3	2010-2017	RANJANA PADHI		https://independent.academia.edu/RanjanaPadhi			
3	2010-2017	SHANKAR GOPALAKRISHNAN		https://independent.academia.edu/ShankarGopalakrishnan			
3	2011-2012	ARUPJYOTI SAIKIA		https://iitg-in.academia.edu/ArupjyotiSaikia			
3	2011-2014	SACHIN SRIDHARA			https://www.researchgate.net/profile/Sachin_Sridhara	wildlife, ecology, conservation	
3	2011-2014	SAUDAMINI DAS				Climate change, Ecological Economics 	
3	2011-2018	N H RAVINDRANATH		https://independent.academia.edu/NHRavindranath			
3	2012-2016	SHANKAR SHARMA				Power Policy	
3	2013-2016	MADHUSUDAN BANDI			http://gidr.ac.in/faculty/21	decentralization, developmental studies, forest management	
3	2013-2016	AJAY DANDEKAR		https://snu-in.academia.edu/AjayDandekar			
3	2013-2016	R SEENIVASAN		https://westminster.academia.edu/RSeenivasan			
3	2014-2019	NEHA DURGA				Water Management, Agriculture 	
3	2015-2019	D SURESH KUMAR				Civil Engineering, Sewaga Treatment	
3	2016-2019	AMRITA SEN		https://iitb.academia.edu/AmritaSen			
3	2016-2019	VEENA SRINIVASAN			https://scholar.google.com/citations?user=SiYL4BAAAAAJ&hl=en		
3	2016-2018	SUBHASHREE BANERJEE		https://isec.academia.edu/SubhashreeBanerjee			
3	2017-2017	NITIN D RAI			https://www.researchgate.net/scientific-contributions/2122517817-Nitin-D-Rai	Political Ecology, Tiger Conservation, Forest Management	
3	2018-2019	AVINASH PERSAUD				Finance, Public Policy, Risk Management 	
2	1968-1970	P P MADAPPA					
2	1970-1989	V V BHATT				Development Economics	
2	1970-2004	SAMUEL PAUL		https://independent.academia.edu/SamuelPaul3			
2	1971-1996	RAJNI KOTHARI				Political Science, Poitical Theory	
2	1973-1996	B B VOHRA				Public Policy, Land use, Water Management 	
2	1974-1977	K KRISHNA PRASAD					
2	1975-1976	P G K PANIKAR				Economics, Development Studies 	
2	1976-1980	P B GHATE				Appropriate Technology 	
2	1979-1980	S D KULKARNI					
2	1979-1982	AKBAR S AHMED				Islamic studies	
2	1979-1988	K P KANNAN				Development Economics	
2	1980-1980	A R KAMAT				Education and Social Change 	
2	1981-1997	KANNAN SRINIVASAN		https://independent.academia.edu/kannansrinivasan1			
2	1983-1983	VINOD K HURIA				Development Studies, Planning, Rural Development 	
2	1983-1983	S GUHAN				Development Studies	
2	1983-2017	R NAGARAJ				Economics 	
2	1983-2010	R G GIDADHUBLI			https://www.researchgate.net/scientific-contributions/2048712183-R-G-Gidadhubli		
2	1984-2016	ANISUR RAHMAN					
2	1985-1987	PRADHAN H PRASAD				Development Studies 	
2	1985-2009	GHAYUR ALAM		https://independent.academia.edu/GhayurAlam			
2	1987-1988	S R RAMASWAMY				Gandhian Studies, Ecology	
2	1987-2013	M S S PANDIAN				History	
2	1988-1993	YOGINDER K ALAGH				Economics, Rural Management 	
2	1988-1998	K PUSHPANGADAN				Economics	
2	1989-2011	K G KUMAR				Tourism 	
2	1989-2008	A G NOORANI				Law	
2	1989-1990	ANANT R S PHADKE				Public Health	
2	1989-2000	GABRIELE DIETRICH				Sociology, Feminist Studies 	
2	1990-2009	ASHOK GULATI				Agricultural Economics	
2	1990-1991	INDU BHARTI					
2	1990-1991	SATYABAN SARKAR				Waste Management, Climate Change	
2	1991-1994	S RAMANATHAN					
2	1991-1991	ARUL MENEZES				Education	
2	1991-2003	AMITABH KUNDU				Population Studies, Economics 	
2	1991-1991	APARNA VISWANATHAN					
2	1992-2005	BELA BHATIA				Human Rights, Development Studies 	
2	1992-2006	GANESH PANGARE				Ecosystems Management 	
2	1992-2017	SYED AJMAL PASHA				Forest Management	
2	1992-2000	D N DHANAGARE				Sociology, Farmers' Movements	
2	1992-1992	BISWAJIT DHAR		https://independent.academia.edu/BiswajitDhar			
2	1992-2002	KRIPA SHANKAR					
2	1992-2016	ASEEM SHRIVASTAVA		https://independent.academia.edu/AseemShrivastava			
2	1993-1994	K ARAVINDAKSHAN				Sustainable Development	
2	1993-1994	M S RATHORE				Development Studies	
2	1993-2002	KARAM SINGH				Agricultural Technology, Renewable Energy	
2	1994-2002	ARINDAM BANIK				Agricultural Economics	
2	1994-2006	SANJAY SANGVAI				Dams, Water Management, Social Movements	
2	1994-2008	SUKHPAL SINGH				Agricultural Economics	
2	1994-1995	P R SESHAGIRI RAO				Biodiversity Management 	
2	1994-2019	H M DESARDA				Agricultural Economics	
2	1994-1996	ASHWINI CHHATRE		https://isb.academia.edu/AshwiniChhatre			
2	1995-2009	AROMAR REVI		https://iihs.academia.edu/AromarRevi			
2	1995-2019	SUMAN SAHAI				Biotechnology, Agricultural Economics 	
2	1995-1995	J MOHAN RAO				Economics	
2	1995-2016	ABHIJIT SEN				Economics	
2	1995-2002	B SUDHAKARA REDDY				Energy Policy, Climate Change, Urban Management	
2	1996-2010	S PARASURAMAN				Rural Development, Water Management 	
2	1996-2004	DEBARANJAN SARANGI				Development Studies, Tribal Studies 	
2	1996-1996	M G G PILLAI				Political Science 	
2	1996-2010	RUTH MEINZEN-DICK				Economics, Sustainability Studies	
2	1996-1997	V SARAVANAN		https://uni-bonn.academia.edu/SaravananSubramanian			
2	1996-2005	MAHESH RANGARAJAN				History, Conservation  	
2	1996-2000	K RAVI SRINIVAS				Biotechnology	
2	1997-2017	MAARTEN BAVINCK				Marine Resource Management 	
2	1997-2017	FREDERICK NORONHA				Development Studies 	
2	1997-2003	FREDERIC F CLAIRMONT				Economic History, Geopolitics, Economics	
2	1997-2005	SHEKHAR PATHAK				History	
2	1997-1998	GOPINATH PRADHAN					
2	1997-2002	AMBUJ SAGAR				science and technology policy, environmental policy, development policy	
2	1997-2010	SHANTANU DIXIT				Energy Policy	
2	1997-2007	VISHWA BALLABH				Economics, Political Economy 	
2	1998-2008	RINKI SARKAR				Livelihoods, Ecosystem studies	
2	1998-2015	K T RAMMOHAN				History of Development, Political Economy, Economic History	
2	1998-1999	TAPAN KUMAR MISHRA				Tourism	
2	1999-2001	DIPAK GYAWALI				Dams, Political economy, Water management 	
2	1999-2000	VIJAY LAXMI					
2	2000-2008	D BANDYOPADHYAY				Economics	
2	2000-2000	JISHNU DAS				Economics, Public Health	
2	2000-2005	INDRA MUNSHI				Sociology, Tribal Studies 	
2	2000-2003	MAHABUB HOSSAIN				Rural Development, Development Studies 	
2	2000-2011	K V RAJU				Development Studies, Sustainable Development 	
2	2000-2002	B S CHIMNI				Law	
2	2000-2008	JAMES PETRAS		https://independent.academia.edu/JamesPetras			
2	2000-2007	R PARTHASARATHY					
2	2001-2010	JOHN BRISCOE				Water Management	
2	2002-2018	S RAJENDRAN					
2	2002-2009	DEBNARAYAN SARKER				Economics	
2	2002-2007	PURNENDU S KAVOORI			https://www.researchgate.net/scientific-contributions/2022480533-Purnendu-S-Kavoori		
2	2002-2008	MADHU RAMNATH				Sociology	
2	2002-2009	G S GANESH PRASAD				Water Management 	
2	2002-2007	NISAR A KHAN				Urbanism, and Urban Conservation	
2	2002-2003	EMMANUEL D'SILVA				Waste Management, Conservation, agriculture, climate change	
2	2002-2011	BHAGIRATH BEHERA				Environmental and Natural Resource Economics, Sustainable Development, Energy Economics	
2	2003-2005	HARIPRIYA GUNDIMEDA				Climate Change, Biodiversity, Environmental Policy, Development Economics	
2	2003-2003	REKHA KRISHNAN				Social Order, Interaction Rituals, Entrepreneurship, Markets, Movements	
2	2003-2007	G VIJAY				Economics	
2	2003-2012	VIKRAM SONI					
2	2003-2007	GANESH KAWADIA			https://scholar.google.co.in/citations?user=K5hb1lsAAAAJ&hl=en		
2	2003-2004	SANDEEP SINGH					
2	2003-2005	MANISH TIWARY			http://www.ncaor.gov.in/profiles/details/31		
2	2004-2010	MARK GIORDANO				Science and Technology, International Affairs 	
2	2004-2006	R S SIDHU			https://scholar.google.co.in/citations?user=mLoT-VEAAAAJ&hl=en		
2	2004-2012	VAMSI VAKULABHARANAM				Economic Development, Inequality, Political Economy	
2	2004-2004	CHRISTOPHER SCOTT					
2	2004-2006	P M PRASAD					
2	2004-2006	K SIVASUBRAMANIYAN			https://scholar.google.com/citations?user=ARODbzIAAAAJ&hl=en		
2	2004-2011	SAMIR NAZARETH					
2	2004-2005	RAJEEV KHER					
2	2004-2005	RAHUL RANADE					
2	2004-2014	ANU MUHAMMAD				Economics, Energy Management 	
2	2004-2007	JAYESH TALATI				Water Management 	
2	2005-2007	ROMILA THAPAR				History	
2	2005-2012	M D MADHUSUDAN				Wildlife Conservation	
2	2005-2012	R RAMESH		https://independent.academia.edu/RRamesh6			
2	2005-2007	RAVI KUMAR		https://southasianuniversity.academia.edu/RaviKumar			
2	2005-2007	MANISH SHRIVASTAVA		https://independent.academia.edu/ManishShrivastava12			
2	2005-2015	SURINDER S JODHKA				Sociology	
2	2005-2013	HARSH MANDER				Human Rights 	
2	2005-2019	VINEETHA MENON					
2	2005-2018	SEEMA PURUSHOTHAMAN				Ecological Economics, Agrarian studies	
2	2005-2016	DINESH K MAROTHIA				Water Management, Develoment Studies 	
2	2005-2011	K ULLAS KARANTH				Wildlife Conservation	
2	2005-2018	ISHA RAY				Economics, Water Management, Gender 	
2	2005-2009	LIGIA NORONHA				Sustainability. Waste Management 	
2	2005-2013	RUCHA GHATE				Traditional knowledge, governance, Public Policy, Environmental economics	
2	2006-2008	R RAVINDRANATH				Water Management	
2	2006-2010	SUNIL RAY		https://independent.academia.edu/sunilray			
2	2006-2014	KAVERI GILL				Water Management, Development Studies 	
2	2006-2018	ANJAL PRAKASH				Climate Change, Water Management, Gender	
2	2006-2006	RICHARD GROVE				History	
2	2006-2006	VINITA DAMODARAN				History	
2	2006-2009	KIM BEAZLEY					
2	2006-2010	RAKESH TIWARY				Water Management, Development Studies	
2	2006-2012	V ANITHA					
2	2006-2015	A S BHULLAR				Agricultural Economics, Water Management 	
2	2006-2017	R V RAMA MOHAN				Water Management 	
2	2006-2015	KRITHIKA SRINIVASAN				Human Geography, Human-animal studies. Political Ecology	
2	2006-2007	RAHUL PANDEY		https://independent.academia.edu/rahulpandey49			
2	2007-2008	SHARACHCHANDRA LÉLÉ		https://atree.academia.edu/SharadLele			
2	2007-2008	FABIAN GAIOLI				Climate Change	
2	2007-2014	ABDUL SHABAN				Economics, Regional Development	
2	2007-2007	LEAH TEMPER				Ecological Conflicts, Land use, mining and energy, Environmental justice, political ecology 	
2	2007-2012	PREETI SAMPAT		https://aud-in.academia.edu/preetisampat			
2	2007-2010	K S KAVI KUMAR				Agricultural Economics	
2	2007-2016	PAVEL CHAKRABORTY		https://oxford.academia.edu/PavelChakraborty			
2	2008-2014	PRITAM SINGH		https://du-in.academia.edu/KPritamSingh			
2	2008-2009	AADITYA MATTOO				International Economics, Development	
2	2008-2009	ARVIND SUBRAMANIAN				Economics 	
2	2008-2015	MICHAEL GREENSTONE				Economics 	
2	2008-2012	INDIRA HIRWAY				Economics, Development Studies	
2	2009-2009	S S RAJU				Agricultural Economics, Energy Policy	
2	2009-2019	BIDHAN KANTI DAS				Sociology, Forest Rights	
2	2009-2010	MARIO D'SOUZA					
2	2009-2014	AVINASH KISHORE				Development Economics, Environmental Economics, Agricultural Economics, Health and Nutrition	
2	2009-2009	HEMANT P				Water Management 	
2	2009-2013	KAILAS SARAP			https://scholar.google.co.in/citations?user=PkzpCIMAAAAJ&hl=en		
2	2009-2013	TAPAS KUMAR SARANGI			https://scholar.google.co.in/citations?user=jBjvuGEAAAAJ&hl=en		
2	2009-2011	ANANYA MUKHERJEE		https://columbia.academia.edu/AnanyaMukherjee			
